,trade_id,delivery_start,delivery_end,execution_time,price,quantity
224591,1673464983,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.01,5.0
224592,1673464987,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.0,5.0
224593,1673464984,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.01,5.0
224594,1673464986,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.0,5.0
224595,1673464985,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.0,5.0
224596,1673464988,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.0,5.0
224597,1673464989,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:34:44,-6.0,5.0
224703,1673473538,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:46:16,-7.1,0.2
224717,1673475429,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T08:48:18,-7.09,0.1
224750,1673482759,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:00:11,-7.5,4.0
224751,1673482809,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:00:13,-7.5,3.0
224752,1673482808,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:00:13,-7.5,1.0
224788,1673483984,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:01:07,-6.37,0.3
224789,1673483988,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:01:07,-6.37,0.3
224814,1673486653,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.37,4.5
224815,1673486655,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.37,5.1
224816,1673486654,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.37,5.1
224817,1673486656,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.37,5.1
224818,1673486657,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.37,4.6
224819,1673486659,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.1,5.0
224820,1673486658,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.3,2.0
224821,1673486660,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.1,5.0
224822,1673486663,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.1,3.6
224823,1673486662,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.1,5.0
224824,1673486661,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:38,-6.1,5.0
224825,1673486754,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224826,1673486755,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224827,1673486756,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224828,1673486757,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224829,1673486758,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224830,1673486761,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224831,1673486759,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224832,1673486760,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224833,1673486763,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,1.9
224834,1673486766,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:49,-8.2,1.9
224835,1673486764,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.2,3.1
224836,1673486762,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:48,-8.19,5.0
224837,1673486768,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:49,-8.2,1.0
224838,1673486769,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:49,-8.2,1.0
224839,1673486767,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:05:49,-8.2,0.8
224866,1673490065,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:09:59,-8.2,5.0
224867,1673490066,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:09:59,-8.2,2.1
224868,1673490067,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:09:59,-8.25,2.9
224895,1673492136,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-6.1,1.4
224896,1673492137,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.67,0.5
224897,1673492138,2024-05-10T14:00:00,2024-05-10T15:00:00,2024-05-10T09:13:48,-5.41,5.0
